Recipe name,Recipe Link,Image
Бисквит королевы Виктории,https://cooklikemary.ru//recipe/desert-i-vypechka/biskvit-korolevy-viktorii,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_1125.jpg?itok=HqGvIvEu
Барабулька,https://cooklikemary.ru//recipe/ryba/barabulka,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_1080_0.jpg?itok=gnBBZAyA
Инжирные бомбочки,https://cooklikemary.ru//recipe/salat/inzhirnye-bombochki,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8212.jpg?itok=Z34xZd1v
Запечённый сыр Камамбер,https://cooklikemary.ru//recipe/zakuska/zapechyonnyy-syr-kamamber,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8193.jpg?itok=k8GllCcc
Запечённая тыква со сливками,https://cooklikemary.ru//recipe/garnir/zapechyonnaya-tykva-so-slivkami,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8202.jpg?itok=IvX7o2y2
Панна-котта,https://cooklikemary.ru//recipe/desert-i-vypechka/torty-pirozhnye/panna-kotta,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_1235.jpg?itok=KVFK_2yC
Суп с зеленым горошком и беконом,https://cooklikemary.ru//recipe/sup/sup-s-zelenym-goroshkom-i-bekonom,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_1380.jpg?itok=A956ElsD
Говядина тушеная с грибами в сливочном соусе,https://cooklikemary.ru//recipe/myaso/govyadina/govyadina-tushenaya-s-gribami-v-slivochnom-souse,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_1269.jpg?itok=GwUTdGrO
Запечённая куриная грудка с грибами и фасолью,https://cooklikemary.ru//recipe/ptica/kurica/zapechyonnaya-kurinaya-grudka-s-gribami-i-fasolyu,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0943.jpg?itok=42SJg8jQ
"Пирожное ""Картошка""",https://cooklikemary.ru//recipe/desert-i-vypechka/torty-pirozhnye/pirozhnoe-kartoshka,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_1166_1.jpg?itok=OFNuHssF
Королевский ягодный пирог,https://cooklikemary.ru//recipe/desert-i-vypechka/korolevskiy-yagodnyy-pirog,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9446-2.jpg?itok=wlhOtVhE
Шоколадный рулет,https://cooklikemary.ru//recipe/desert-i-vypechka/shokoladnyy-rulet,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_1080.jpg?itok=LeKjSX2y
Ризотто со свеклой и сыром,https://cooklikemary.ru//recipe/garnir/rizotto-so-svekloy-i-syrom,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_1129-2.jpg?itok=fo-xuE2V
Котлеты из трески,https://cooklikemary.ru//recipe/ryba/kotlety-iz-treski,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9608-2.jpg?itok=E7JeYLhl
Суп из перепелок с овощами,https://cooklikemary.ru//recipe/sup/sup-iz-perepelok-s-ovoshchami,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9222-2.jpg?itok=U7cOY0_p
Дорада со шпинатом и сливочным сыром,https://cooklikemary.ru//recipe/ryba/dorada-so-shpinatom-i-slivochnym-syrom,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9894-2.jpg?itok=9RVXfBua
Пирог с чёрной смородиной,https://cooklikemary.ru//recipe/desert-i-vypechka/pirog-s-chyornoy-smorodinoy,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9635-2.jpg?itok=cRScua7w
Сливочный суп с брокколи и куриной грудкой,https://cooklikemary.ru//recipe/sup/slivochnyy-sup-s-brokkoli-i-kurinoy-grudkoy,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0975-2.jpg?itok=gXgj0R6P
Перец фаршированный творожным сыром и помидорами,https://cooklikemary.ru//recipe/zakuska/perec-farshirovannyy-tvorozhnym-syrom-i-pomidorami,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0438-2.jpg?itok=-KV44B5F
Маффины с малиной,https://cooklikemary.ru//recipe/desert-i-vypechka/keks-maffiny-kulich/maffiny-s-malinoy,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9338-2.jpg?itok=3lDqDIny
"Пирог ""Ягодное лукошко""",https://cooklikemary.ru//recipe/desert-i-vypechka/pirog-yagodnoe-lukoshko,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0862-2.jpg?itok=81jHS_TS
Рыбные палочки из трески,https://cooklikemary.ru//recipe/ryba/rybnye-palochki-iz-treski,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_6558-2.jpg?itok=lKL7U4wy
Пирог со шпинатом,https://cooklikemary.ru//recipe/pirogi/pirog-so-shpinatom,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8827-2.jpg?itok=FmeF8oQO
Сливовый пирог,https://cooklikemary.ru//recipe/pirogi/sladkiy-pirog/slivovyy-pirog,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9269-2.jpg?itok=8Ny5pAhQ
Шоколадные печенья за 30 минут,https://cooklikemary.ru//recipe/desert-i-vypechka/pechene/shokoladnye-pechenya-za-30-minut,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0469.jpg?itok=022OfGGF
"Пикша, запечённая в листьях лука-порея",https://cooklikemary.ru//recipe/ryba/piksha-zapechyonnaya-v-listyah-luka-poreya,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_7878-2.jpg?itok=cR5mGFKW
Пирог с шпинатом и голубым сыром,https://cooklikemary.ru//recipe/desert-i-vypechka/pirog-s-shpinatom-i-golubym-syrom,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9196-2.jpg?itok=VP-Brx-x
Очень простой клубничный пирог,https://cooklikemary.ru//recipe/pirogi/sladkiy-pirog/ochen-prostoy-klubnichnyy-pirog,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8881-2.jpg?itok=bVfIwo-G
Печёный картофель с беконом и шалфеем,https://cooklikemary.ru//recipe/zakuska/pechyonyy-kartofel-s-bekonom-i-shalfeem,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8557-2.jpg?itok=aTbNUCDl
Быстрый заливной пирог с капустой,https://cooklikemary.ru//recipe/pirogi/nesladkiy-pirog/bystryy-zalivnoy-pirog-s-kapustoy,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_7143-2.jpg?itok=asGylRH7
Кокосово-миндальный сметанник,https://cooklikemary.ru//recipe/desert-i-vypechka/torty-pirozhnye/kokosovo-mindalnyy-smetannik,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0754-2.jpg?itok=FpJ9AwuK
Клубничный бисквит с творожной глазурью,https://cooklikemary.ru//recipe/pirogi/sladkiy-pirog/klubnichnyy-biskvit-s-tvorozhnoy-glazuryu,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8698-2.jpg?itok=yWzX91Bp
Курица в апельсинах по-восточному,https://cooklikemary.ru//recipe/ptica/kurica/kurica-v-apelsinah-po-vostochnomu,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9363-2.jpg?itok=cKwmz22g
Куриные голени в апельсиново-имбирном соусе с тыквой,https://cooklikemary.ru//recipe/ptica/kurica/kurinye-goleni-v-apelsinovo-imbirnom-souse-s-tykvoy,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_7166-2.jpg?itok=tbNHf2I1
"Запечённая куриная грудка с беконом и луком-пореем ""Для него""",https://cooklikemary.ru//recipe/ptica/kurica/zapechyonnaya-kurinaya-grudka-s-bekonom-i-lukom-poreem-dlya-nego,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8997-2_0.jpg?itok=5xyOVFAf
Самый сексуальный салат,https://cooklikemary.ru//recipe/salat/samyy-seksualnyy-salat,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9692-2.jpg?itok=qKSNJ0JK
Котлеты из говядины с тыквой,https://cooklikemary.ru//recipe/myaso/govyadina/kotlety-iz-govyadiny-s-tykvoy,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9820-2.jpg?itok=AMNeAXBA
Апельсиновые кексы с шоколадом,https://cooklikemary.ru//recipe/desert-i-vypechka/keks-maffiny-kulich/apelsinovye-keksy-s-shokoladom,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8351.jpg?itok=RmrjhBUY
Лучшая запечённая индейка,https://cooklikemary.ru//recipe/ptica/indeyka/luchshaya-zapechyonnaya-indeyka,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0190.jpg?itok=5ow4uHJY
Конфеты из чернослива с орехами и темным шоколад,https://cooklikemary.ru//recipe/desert-i-vypechka/konfety/konfety-iz-chernosliva-s-orehami-i-temnym-shokolad,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8053.jpg?itok=vFi_DDFM
Конфеты из кураги с миндалём,https://cooklikemary.ru//recipe/desert-i-vypechka/konfety/konfety-iz-kuragi-s-mindalyom,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8225.jpg?itok=pY7Jtgfo
Мраморный кекс,https://cooklikemary.ru//recipe/desert-i-vypechka/keks-maffiny-kulich/mramornyy-keks,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0531.jpg?itok=CWlKBaM-
Тилапия с овощами и моцареллой,https://cooklikemary.ru//recipe/ryba/tilapiya-s-ovoshchami-i-mocarelloy,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0649.jpg?itok=pdcQ9mrj
Горячая шоколадная помадка,https://cooklikemary.ru//recipe/desert-i-vypechka/goryachaya-shokoladnaya-pomadka,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0660.jpg?itok=f40pcD03
Праздничный шоколадный торт,https://cooklikemary.ru//recipe/desert-i-vypechka/torty-pirozhnye/prazdnichnyy-shokoladnyy-tort,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0281.jpg?itok=Z2zLC9vm
"Торт сметанник ""Нежный""",https://cooklikemary.ru//recipe/desert-i-vypechka/torty-pirozhnye/tort-smetannik-nezhnyy,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0654.jpg?itok=bU_GkcNl
Трюфельный торт,https://cooklikemary.ru//recipe/desert-i-vypechka/torty-pirozhnye/tryufelnyy-tort,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9812.jpg?itok=wrmKJPmh
Бананово-кокосовые маффины,https://cooklikemary.ru//recipe/desert-i-vypechka/keks-maffiny-kulich/bananovo-kokosovye-maffiny,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9255.jpg?itok=J2z-S3dh
Сырное печенье,https://cooklikemary.ru//recipe/zakuska/syrnoe-pechene,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0181-2.jpg?itok=IPNJ97MV
Торт сметанник с черносливом и грецкими орехами,https://cooklikemary.ru//recipe/desert-i-vypechka/torty-pirozhnye/tort-smetannik-s-chernoslivom-i-greckimi-orehami,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0630_0.jpg?itok=1tOlvhAb
Рагу из баранины,https://cooklikemary.ru//recipe/myaso/baranina/ragu-iz-baraniny,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0608.jpg?itok=zhVkCdei
Перловка с запечённой свеклой и творожным сыром,https://cooklikemary.ru//recipe/garnir/perlovka-s-zapechyonnoy-svekloy-i-tvorozhnym-syrom,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0272.jpg?itok=TaPQW_Qn
Лосось в тесте,https://cooklikemary.ru//recipe/ryba/losos-v-teste,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0464.jpg?itok=r4kcBV-j
Запеканка из фарша с цветной капустой и шампиньонами,https://cooklikemary.ru//recipe/ptica/kurica/zapekanka-iz-farsha-s-cvetnoy-kapustoy-i-shampinonami,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0495_0.jpg?itok=QCiiHmTp
Куриный плов (детский),https://cooklikemary.ru//recipe/ptica/kurica/kurinyy-plov-detskiy,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0317_1.jpg?itok=Y0oME_iu
Клафути с вишней,https://cooklikemary.ru//recipe/desert-i-vypechka/klafuti-s-vishney,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/htmlimage-1.jpg?itok=cGLkSQuR
Манты,https://cooklikemary.ru//recipe/myaso/baranina/manty,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0679.jpg?itok=1ubi5nBq
Мясная запеканка в тыкве,https://cooklikemary.ru//recipe/myaso/govyadina/myasnaya-zapekanka-v-tykve,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0939.jpg?itok=KdoNlLpX
Белая рыба с беконом на подушке из томатов,https://cooklikemary.ru//recipe/ryba/belaya-ryba-s-bekonom-na-podushke-iz-tomatov,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_1015_1.jpg?itok=RJ3KdqYw
Оливье с раковыми шейками и авокадо,https://cooklikemary.ru//recipe/salat/olive-s-rakovymi-sheykami-i-avokado,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0091_0.jpg?itok=aoeSHnIL
Идеальный бисквитный рулет,https://cooklikemary.ru//recipe/desert-i-vypechka/idealnyy-biskvitnyy-rulet,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9943.jpg?itok=ejMOJhko
Грушево-имбирный пирог с миндалем,https://cooklikemary.ru//recipe/pirogi/grushevo-imbirnyy-pirog-s-mindalem,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_1152_2.jpg?itok=YClP_p_H
"Торт ""Птичье молоко""",https://cooklikemary.ru//recipe/desert-i-vypechka/torty-pirozhnye/tort-ptiche-moloko,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9759.jpg?itok=eaNkUggk
Луковый суп,https://cooklikemary.ru//recipe/sup/lukovyy-sup,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9329.jpg?itok=TV6X0wuv
Легкий майонез,https://cooklikemary.ru//recipe/sousy/legkiy-mayonez,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8545.jpg?itok=AaXO_lnP
Рождественский кекс с сухофруктами и ромом,https://cooklikemary.ru//recipe/desert-i-vypechka/keks-maffiny-kulich/rozhdestvenskiy-keks-s-suhofruktami-i-romom,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8554_0.jpg?itok=Wx-wDYEs
Рождественский кекс с сухофруктами,https://cooklikemary.ru//recipe/desert-i-vypechka/keks-maffiny-kulich/rozhdestvenskiy-keks-s-suhofruktami,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8447.jpg?itok=DuPK-I8H
"Шоколадный кекс ""Пьяная вишня""",https://cooklikemary.ru//recipe/desert-i-vypechka/keks-maffiny-kulich/shokoladnyy-keks-pyanaya-vishnya,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8945_1.jpg?itok=2AHiArIz
Кролик с черносливом в сметанном соусе,https://cooklikemary.ru//recipe/myaso/krolik/krolik-s-chernoslivom-v-smetannom-souse,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8763.jpg?itok=PsDWYFB2
Капоната,https://cooklikemary.ru//recipe/zakuska/kaponata,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9991.jpg?itok=t5eXYSHE
Закуска из баклажанов с моцареллой,https://cooklikemary.ru//recipe/zakuska/zakuska-iz-baklazhanov-s-mocarelloy,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8615_1.jpg?itok=zL3BGt6n
Брускетта,https://cooklikemary.ru//recipe/zakuska/brusketta,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0032.jpg?itok=kQsOB8eV
Говяжья печень с яблоками,https://cooklikemary.ru//recipe/myaso/govyazhya-pechen-s-yablokami,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_7347_2.jpg?itok=V4aqTc0G
Бездрожжевое тесто для пиццы,https://cooklikemary.ru//recipe/picca/bezdrozhzhevoe-testo-dlya-piccy,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8870.jpg?itok=mvAYMgO-
Божественные шоколадные печенья с кокосовой серединкой,https://cooklikemary.ru//recipe/desert-i-vypechka/pechene/bozhestvennye-shokoladnye-pechenya-s-kokosovoy-seredinkoy,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_8528.jpg?itok=7Xj6lGgs
"Кекс с абрикосами, апельсиновой цедрой и аперолем",https://cooklikemary.ru//recipe/desert-i-vypechka/keks-s-abrikosami-apelsinovoy-cedroy-i-aperolem,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_9865.jpg?itok=6LDq-eqg
Рождественское полено,https://cooklikemary.ru//recipe/desert-i-vypechka/rozhdestvenskoe-poleno,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_1386.jpg?itok=m-_t1QmW
Запеченная утка с мандаринами,https://cooklikemary.ru//recipe/ptica/zapechennaya-utka-s-mandarinami,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_1487.jpg?itok=v_asd-pU
Теплый салат с красным луком и беконом,https://cooklikemary.ru//recipe/salat/teplyy-salat-s-krasnym-lukom-i-bekonom,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_1047.jpg?itok=LgXXlN77
Жареные кальмары с карамельным луком,https://cooklikemary.ru//recipe/moreprodukty/zharenye-kalmary-s-karamelnym-lukom,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0041.jpg?itok=FYcLzzEs
Морковный пирог,https://cooklikemary.ru//recipe/desert-i-vypechka/morkovnyy-pirog,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0851.jpg?itok=Zo_VZtFT
Мандариновый пирог,https://cooklikemary.ru//recipe/pirogi/sladkiy-pirog/mandarinovyy-pirog,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0355.jpg?itok=pTDPggiL
Печенье овсяное с фундуком и семечками,https://cooklikemary.ru//recipe/desert-i-vypechka/pechene/pechene-ovsyanoe-s-fundukom-i-semechkami,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0037.jpg?itok=DwhQin97
Курица в арахисовой пасте,https://cooklikemary.ru//recipe/ptica/kurica/kurica-v-arahisovoy-paste,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_1216.jpg?itok=KmMsHxy3
"Курица ""Селестин""",https://cooklikemary.ru//recipe/ptica/kurica/kurica-selestin,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0719.jpg?itok=F3zwD8kf
Заливной пирог с курицей  и грибами,https://cooklikemary.ru//recipe/pirogi/nesladkiy-pirog/zalivnoy-pirog-s-kuricey-i-gribami,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0813_0.jpg?itok=GLsLbr6l
Финансье,https://cooklikemary.ru//recipe/desert-i-vypechka/pechene/finanse,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0391.jpg?itok=gqFddlcU
Филе белой рыбы под чесночным соусом.,https://cooklikemary.ru//recipe/ryba/file-beloy-ryby-pod-chesnochnym-sousom,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0334.jpg?itok=8c4PYgy0
Кекс с грушами и шоколадом,https://cooklikemary.ru//recipe/desert-i-vypechka/keks-s-grushami-i-shokoladom,https://cooklikemary.ru/sites/default/files/styles/width_255_height_381/public/img_0105.jpg?itok=6r0TaHT1
